Ticker
AAL.L
AZN.L
BARC.L
BATS.L
BP.L
CNA.L
CPG.L
DGE.L
EXPN.L
GLEN.L
GSK.L
HLN.L
HSBA.L
LLOY.L
LSEG.L
NG.L
NWG.L
PRU.L
REL.L
RIO.L
RR.L
SHEL.L
SSE.L
STAN.L
TSCO.L
ULVR.L
VOD.L
