Ticker
NESN.SW
ROG.SW
NOVN.SW
ASML.AS
SAP.DE
SIE.DE
OR.PA
AIR.PA
MC.PA
SAN.PA
BAS.DE
BAYN.DE
ALV.DE
BNP.PA
DBK.DE
ENEL.MI
ISP.MI
RACE.MI
IBE.MC
ITX.MC
