Ticker
ALHE.TA
AZRG.TA
BEZQ.TA
BIG.TA
DSCT.TA
ENOG.TA
ESLT.TA
HARE.TA
ICL.TA
ILCO.TA
KEN.TA
LUMI.TA
MTRS.TA
MZTF.TA
NICE.TA
NVMI.TA
PHOE.TA
POLI.TA
TEVA.TA
TSEM.TA
